product_id,category,orders,units,sellers,revenue,avg_item_price,freight_ratio,avg_review_score,review_count,on_time_rate,latest_order
dafcf8195acb775dcbfa9dae22b3c959,fashion_bags_accessories,1,1,1,99.90,99.90,0.082883,5.0,1,1.0,2017-12-27 12:10:43
cf06cedeb188baaa6ce7d01348cb19e9,fashion_shoes,1,1,1,99.90,99.90,0.148048,4.0,1,1.0,2018-03-26 12:47:59
43d2d5d7e3a65abd97422578f9d4df78,fashion_bags_accessories,1,1,1,99.90,99.90,0.140541,5.0,1,1.0,2018-08-10 15:03:50
85c4d55069956c2035afcd4658368f36,fashion_shoes,1,1,1,99.90,99.90,0.15025,4.0,1,1.0,2018-07-20 17:36:10
e29d3ed26171c32d0c88c28884a5dc31,fashion_shoes,1,1,1,99.90,99.90,0.148048,4.0,1,1.0,2018-04-20 22:57:27
03e7d29d9988a30815f1f20b6549881f,fashion_shoes,1,1,1,99.90,99.90,0.236537,5.0,1,1.0,2018-05-30 11:40:12
dd42371d570cdd9aff81b02961d6bafc,fashion_shoes,1,1,1,99.90,99.90,0.233033,3.0,1,1.0,2018-05-09 15:22:41
6b7c52cac292a4faf72cffd7085837a5,fashion_shoes,1,1,1,99.90,99.90,0.233033,5.0,1,1.0,2018-04-06 12:14:51
8b550a4d1a4ced88dce0f9ff85887e79,fashion_shoes,1,1,1,99.90,99.90,0.428028,3.0,1,1.0,2018-06-02 10:24:14
e475b26e5db4c91fa1cd25927908eac2,fashion_sport,2,2,1,99.80,49.90,0.197194,4.0,2,1.0,2017-04-12 02:16:32
6b119e825230e877b98f89b47081bc52,fashion_bags_accessories,2,2,1,99.80,49.90,0.287074,5.0,1,1.0,2018-01-01 23:20:33
edfdce0d1155be85dd53074e63bb9e8b,fashion_bags_accessories,1,2,1,99.80,49.90,0.684369,4.0,2,1.0,2017-12-11 12:42:55
b2b3fbcc207fc52d44daff257e7c491c,fashion_male_clothing,2,2,1,99.80,49.90,0.292585,1.0,2,1.0,2017-08-09 15:18:23
be5679ce5a2343c40455223d7bef6dfb,fashion_bags_accessories,1,1,1,99.00,99.00,0.080303,5.0,1,1.0,2018-01-01 10:24:03
761786c69af6094fe760ef42fbceaa1f,fashion_bags_accessories,1,1,1,98.80,98.80,0.157591,5.0,1,1.0,2018-04-01 23:06:18
9694310dd8c2910c9f91b5ac27ab77f2,fashion_shoes,1,1,1,98.70,98.70,0.201925,5.0,1,1.0,2018-01-21 11:32:35
f88e0d55c56301ce5e0d6d518c7f0598,fashion_shoes,1,1,1,98.70,98.70,0.235765,5.0,1,1.0,2018-03-15 08:34:11
3fc0df95e5b295f37ad821902cfd4a33,fashion_shoes,1,1,1,98.70,98.70,0.149747,4.0,1,1.0,2018-04-28 22:44:32
cca1dad310ba4e619250bc2dffa5dc75,fashion_bags_accessories,1,1,1,98.60,98.60,0.080629,5.0,1,1.0,2018-07-04 16:02:31
df371be2e5f40ffec4285926ae7ebcd1,fashion_shoes,1,1,1,98.50,98.50,0.239797,5.0,1,1.0,2018-04-13 16:35:16
ee7cb55a3fb6c3f091ecbfcdc46359c6,fashion_bags_accessories,2,2,1,98.00,49.00,0.233469,5.0,2,1.0,2017-10-17 15:18:59
cfbf1eb673c7eba9e2f58d9375e902b1,fashion_female_clothing,2,2,1,98.00,49.00,0.202857,3.5,2,1.0,2017-08-04 12:33:53
b61a33788606a4ce2fda0452722283d1,fashion_bags_accessories,1,1,1,97.00,97.00,0.527629,5.0,1,1.0,2018-03-30 20:27:16
c354b34e5d5b2dea6889ae714861e8f1,fashion_male_clothing,1,1,1,96.90,96.90,0.21806,1.0,1,0,2017-02-05 18:11:48
cf96309600a89c51987b4786465f1be3,fashion_bags_accessories,2,2,1,96.60,48.30,0.167909,2.5,2,0.5,2018-02-01 19:40:03
262573ecc3b4b8c70a61fbc90671efa4,fashion_bags_accessories,2,2,1,96.00,48.00,0.238333,3.0,2,1.0,2017-10-25 16:05:38
48465725d322101bdadd1d1a5acd8480,fashion_bags_accessories,1,1,1,94.99,94.99,0.1976,5.0,1,1.0,2018-08-05 12:39:54
6e97536d81d74f5020c95ca434c850f7,fashion_bags_accessories,1,1,1,94.90,94.90,0.136986,4.0,1,1.0,2018-03-02 12:59:08
38bd9bace6634c6a98f17942fb637acf,fashion_bags_accessories,1,1,1,94.60,94.60,0.093658,4.0,1,1.0,2017-12-11 17:21:32
